weather_id,park_id,date,temperature_2m_max,temperature_2m_min,precipitation_sum,windspeed_10m_max,relative_humidity_2m_mean
383,CHI12,2023-07-04,85.3,64.8,0.004,9.6,74
384,CHI12,2023-07-05,85.5,69.8,1.531,12.2,84
385,CHI12,2023-07-06,70.4,64.6,0.039,12.0,89
386,CHI12,2023-07-07,73.5,63.8,0.004,10.6,80
387,CHI12,2023-07-08,69.0,63.0,0.307,12.4,84
388,CHI12,2023-07-09,79.0,59.6,0.012,9.9,70
389,CHI12,2023-07-10,84.3,62.1,0.0,13.8,64
390,CHI12,2023-07-11,83.8,65.1,0.276,16.0,77
391,CHI12,2023-07-12,77.4,62.9,1.331,18.4,85
392,CHI12,2023-07-13,74.1,60.7,0.0,10.1,84
393,CHI12,2023-07-14,87.8,67.0,0.24,16.1,77
394,CHI12,2023-07-15,82.9,68.7,0.228,9.9,81
395,CHI12,2023-07-16,81.9,65.8,0.0,16.7,64
396,CHI12,2023-07-17,74.2,64.7,0.0,12.0,71
397,CHI12,2023-07-18,73.0,61.4,0.0,10.2,74
398,CHI12,2023-07-19,78.4,59.5,0.0,9.0,77
399,CHI12,2023-07-20,85.9,67.0,0.035,16.9,72
400,CHI12,2023-07-21,74.5,64.8,0.004,13.4,78
401,CHI12,2023-07-22,82.8,62.1,0.0,7.9,66
402,CHI12,2023-07-23,79.3,64.3,0.0,9.3,75
403,CHI12,2023-07-24,82.1,65.6,0.0,11.1,74
404,CHI12,2023-07-25,87.6,65.4,0.0,10.3,67
405,CHI12,2023-07-26,89.6,73.1,0.831,18.0,79
406,CHI12,2023-07-27,83.8,70.7,0.0,9.0,88
407,CHI12,2023-07-28,89.9,72.3,0.909,18.1,83
408,CHI12,2023-07-29,74.3,68.3,0.035,14.8,85
409,CHI12,2023-07-30,74.8,64.2,0.004,14.0,81
410,CHI12,2023-07-31,77.1,60.9,0.008,10.2,70
411,CHI12,2023-08-01,82.2,64.0,0.012,8.6,69
412,CHI12,2023-08-02,82.9,65.1,0.0,9.7,68
413,CHI12,2023-08-03,82.4,64.2,0.0,8.3,80
414,CHI12,2023-08-04,78.2,68.8,0.0,14.6,83
415,CHI12,2023-08-05,73.2,67.6,0.917,14.3,89
416,CHI12,2023-08-06,70.3,66.0,0.228,19.3,86
417,CHI12,2023-08-07,73.3,65.9,0.024,14.4,81
418,CHI12,2023-08-08,82.3,61.9,0.016,8.5,67
419,CHI12,2023-08-09,80.7,64.0,0.0,9.1,78
420,CHI12,2023-08-10,82.0,62.6,0.098,9.3,78
421,CHI12,2023-08-11,82.1,67.6,0.343,17.7,83
422,CHI12,2023-08-12,79.5,69.5,0.307,12.3,79
423,CHI12,2023-08-13,75.8,64.0,0.047,12.5,81
424,CHI12,2023-08-14,73.8,63.7,0.917,20.8,88
425,CHI12,2023-08-15,70.2,63.2,0.157,19.6,84
426,CHI12,2023-08-16,79.4,57.7,0.0,14.6,73
427,CHI12,2023-08-17,78.7,63.9,0.409,19.0,66
428,CHI12,2023-08-18,72.9,56.9,0.0,12.7,68
429,CHI12,2023-08-19,79.8,60.3,0.012,15.2,71
430,CHI12,2023-08-20,81.8,68.0,0.0,11.0,85
431,CHI12,2023-08-21,73.6,67.8,0.0,14.4,87
432,CHI12,2023-08-22,82.3,67.6,0.0,11.5,86
433,CHI12,2023-08-23,97.9,76.3,0.0,16.9,76
434,CHI12,2023-08-24,98.6,78.6,0.858,19.2,76
435,CHI12,2023-08-25,76.5,70.0,0.008,13.1,88
436,CHI12,2023-08-26,72.9,64.5,0.031,21.9,87
437,CHI12,2023-08-27,69.3,62.2,0.0,14.3,75
438,CHI12,2023-08-28,74.2,61.6,0.0,8.8,67
439,CHI12,2023-08-29,84.0,62.2,0.008,18.4,70
440,CHI12,2023-08-30,66.0,59.5,0.012,18.7,73
441,CHI12,2023-08-31,71.1,58.4,0.0,9.2,71
442,CIN09,2023-06-30,86.7,69.3,0.248,9.3,78
443,CIN09,2023-07-01,85.6,69.9,0.783,11.7,84
444,CIN09,2023-07-02,82.9,70.9,0.283,17.9,84
445,CIN09,2023-07-03,82.0,69.4,0.114,10.5,78
446,CIN09,2023-07-04,85.9,68.2,0.016,5.7,74
447,CIN09,2023-07-05,87.6,69.3,0.0,5.2,70
448,CIN09,2023-07-06,84.3,70.5,0.236,8.3,78
449,CIN09,2023-07-07,86.1,66.0,0.0,6.2,63
450,CIN09,2023-07-08,85.0,69.0,0.177,10.4,78
451,CIN09,2023-07-09,79.7,65.5,0.039,9.6,75
452,CIN09,2023-07-10,83.2,62.6,0.0,4.7,64
453,CIN09,2023-07-11,87.1,64.6,0.0,7.8,59
454,CIN09,2023-07-12,90.0,66.9,0.0,9.4,59
455,CIN09,2023-07-13,89.5,73.5,0.043,9.8,71
456,CIN09,2023-07-14,90.8,67.8,0.142,6.0,65
457,CIN09,2023-07-15,77.6,71.0,0.5,7.3,83
458,CIN09,2023-07-16,86.6,67.9,0.0,11.9,70
459,CIN09,2023-07-17,85.0,68.4,0.22,9.2,75
460,CIN09,2023-07-18,84.7,65.4,0.236,11.5,85
461,CIN09,2023-07-19,84.9,68.0,0.031,7.0,84
462,CIN09,2023-07-20,89.7,69.4,0.209,10.1,76
463,CIN09,2023-07-21,81.1,66.6,0.0,9.1,72
464,CIN09,2023-07-22,81.1,63.2,0.028,4.8,65
465,CIN09,2023-07-23,85.0,63.6,0.008,7.6,65
466,CIN09,2023-07-24,85.7,66.2,0.165,9.3,77
467,CIN09,2023-07-25,87.9,65.0,0.0,5.2,73
468,CIN09,2023-07-26,91.9,68.5,0.031,15.1,70
469,CIN09,2023-07-27,90.9,75.8,0.098,14.0,76
470,CIN09,2023-07-28,91.8,74.4,0.303,8.1,81
471,CIN09,2023-07-29,89.7,74.0,0.0,11.2,69
472,CIN09,2023-07-30,85.9,68.4,0.0,8.0,64
473,CIN09,2023-07-31,82.9,65.8,0.0,9.5,59
474,CIN09,2023-08-01,83.6,61.0,0.0,6.2,57
475,CIN09,2023-08-02,86.8,62.2,0.0,6.9,59
476,CIN09,2023-08-03,87.9,67.1,0.0,5.9,62
477,CIN09,2023-08-04,90.0,66.9,0.0,6.0,62
478,CIN09,2023-08-05,93.0,69.2,0.008,9.9,61
479,CIN09,2023-08-06,86.1,70.5,0.154,13.5,73
480,CIN09,2023-08-07,77.5,68.1,1.839,11.7,85
481,CIN09,2023-08-08,80.4,64.4,0.181,7.2,73
482,CIN09,2023-08-09,83.6,64.8,0.315,10.5,78
483,CIN09,2023-08-10,80.3,67.0,0.067,11.8,78
484,CIN09,2023-08-11,84.7,66.5,0.0,7.9,72
485,CIN09,2023-08-12,89.3,71.0,0.024,14.8,75
486,CIN09,2023-08-13,87.8,63.3,0.0,7.0,66
487,CIN09,2023-08-14,84.1,69.6,1.169,10.7,84
488,CIN09,2023-08-15,73.2,62.9,0.031,13.9,78
489,CIN09,2023-08-16,79.5,60.6,0.0,5.9,73
490,CIN09,2023-08-17,83.2,62.5,0.091,15.6,73
491,CIN09,2023-08-18,77.3,59.4,0.0,9.2,67
492,CIN09,2023-08-19,82.4,57.7,0.0,6.7,66
493,CIN09,2023-08-20,90.6,63.7,0.0,7.0,63
494,CIN09,2023-08-21,92.7,73.3,0.0,4.8,72
495,CIN09,2023-08-22,89.3,72.4,0.0,7.3,66
496,CIN09,2023-08-23,93.2,70.0,0.15,16.4,67
497,CIN09,2023-08-24,87.9,70.7,0.421,10.5,82
498,CIN09,2023-08-25,93.8,74.4,0.098,10.0,78
499,CIN09,2023-08-26,84.1,72.0,0.295,7.5,83
500,CIN09,2023-08-27,82.4,65.8,0.0,8.7,69
501,CIN09,2023-08-28,81.1,60.3,0.0,7.7,62
502,CIN09,2023-08-29,82.0,59.6,0.0,6.7,65
503,CIN09,2023-08-30,76.3,62.4,0.0,9.9,67
504,CIN09,2023-08-31,76.8,55.4,0.0,9.6,64
505,CLE08,2023-06-30,79.0,67.8,0.004,11.8,80
506,CLE08,2023-07-01,76.3,70.4,0.205,11.7,88
507,CLE08,2023-07-02,74.3,69.5,0.689,12.6,90
508,CLE08,2023-07-03,73.6,68.6,0.201,11.7,88
509,CLE08,2023-07-04,77.1,68.7,0.0,6.5,83
510,CLE08,2023-07-05,79.5,69.3,0.0,9.0,81
511,CLE08,2023-07-06,79.4,72.5,0.236,13.1,80
512,CLE08,2023-07-07,72.9,68.4,0.016,13.8,75
513,CLE08,2023-07-08,76.6,64.9,0.398,11.7,77
514,CLE08,2023-07-09,70.1,67.0,0.039,11.7,86
515,CLE08,2023-07-10,76.1,65.7,0.0,9.2,69
516,CLE08,2023-07-11,81.8,68.5,0.012,13.2,69
517,CLE08,2023-07-12,75.1,68.7,0.146,10.9,85
518,CLE08,2023-07-13,73.7,68.2,0.642,22.7,79
519,CLE08,2023-07-14,77.4,65.8,0.0,9.1,80
520,CLE08,2023-07-15,80.6,70.3,0.063,10.2,79
521,CLE08,2023-07-16,77.8,67.6,0.047,13.0,82
522,CLE08,2023-07-17,74.9,68.5,0.0,10.0,79
523,CLE08,2023-07-18,73.9,68.6,0.004,10.8,69
524,CLE08,2023-07-19,74.4,65.1,0.0,11.8,75
525,CLE08,2023-07-20,82.9,65.7,0.433,26.7,80
526,CLE08,2023-07-21,73.0,66.4,0.008,14.4,82
527,CLE08,2023-07-22,76.6,67.4,0.0,8.9,64
528,CLE08,2023-07-23,80.4,66.6,0.024,12.8,70
529,CLE08,2023-07-24,75.9,65.8,0.0,10.5,78
530,CLE08,2023-07-25,78.1,66.9,0.0,7.9,77
531,CLE08,2023-07-26,84.2,69.7,0.016,20.8,78
532,CLE08,2023-07-27,78.3,69.8,0.138,17.8,87
533,CLE08,2023-07-28,85.8,71.2,0.319,11.9,87
534,CLE08,2023-07-29,75.1,70.4,0.055,20.3,85
535,CLE08,2023-07-30,73.9,67.3,0.012,9.5,68
536,CLE08,2023-07-31,73.8,65.7,0.02,11.5,66
537,CLE08,2023-08-01,74.2,65.3,0.031,8.4,67
538,CLE08,2023-08-02,77.4,64.0,0.0,9.3,70
539,CLE08,2023-08-03,76.4,66.0,0.0,10.2,75
540,CLE08,2023-08-04,76.0,71.0,0.008,11.5,79
541,CLE08,2023-08-05,72.4,68.4,0.004,12.2,81
542,CLE08,2023-08-06,81.0,68.6,0.287,15.7,77
543,CLE08,2023-08-07,72.0,67.2,0.126,18.7,84
544,CLE08,2023-08-08,73.8,66.1,0.0,19.0,75
545,CLE08,2023-08-09,79.5,67.0,0.016,10.4,74
546,CLE08,2023-08-10,75.1,68.8,0.343,14.0,82
547,CLE08,2023-08-11,77.9,68.3,0.008,14.9,73
548,CLE08,2023-08-12,79.5,69.3,0.224,13.8,86
549,CLE08,2023-08-13,76.9,70.1,0.0,9.9,75
550,CLE08,2023-08-14,75.6,69.2,0.248,12.5,82
551,CLE08,2023-08-15,71.5,68.2,0.205,12.9,82
552,CLE08,2023-08-16,73.9,67.2,0.142,12.6,70
553,CLE08,2023-08-17,76.2,65.9,0.346,17.2,75
554,CLE08,2023-08-18,67.6,63.0,0.02,18.7,72
555,CLE08,2023-08-19,70.7,61.2,0.0,10.6,75
556,CLE08,2023-08-20,81.8,66.5,0.0,10.2,76
557,CLE08,2023-08-21,76.3,70.5,0.004,12.5,86
558,CLE08,2023-08-22,71.7,65.0,0.0,14.1,77
559,CLE08,2023-08-23,80.6,63.1,1.181,19.8,81
560,CLE08,2023-08-24,83.9,71.0,0.579,19.5,83
561,CLE08,2023-08-25,76.3,69.2,0.201,17.6,89
562,CLE08,2023-08-26,74.1,64.4,0.0,16.3,84
563,CLE08,2023-08-27,67.9,62.3,0.02,16.2,81
564,CLE08,2023-08-28,68.5,61.2,0.0,10.9,77
565,CLE08,2023-08-29,72.9,58.1,0.004,11.1,82
566,CLE08,2023-08-30,69.4,60.3,0.071,18.0,81
567,CLE08,2023-08-31,64.0,59.3,0.012,14.6,75
568,DEN02,2023-06-30,69.7,54.0,0.35,13.0,72
569,DEN02,2023-07-01,80.3,49.5,0.0,8.7,54
570,DEN02,2023-07-02,83.3,52.2,0.008,16.0,55
571,DEN02,2023-07-03,89.0,52.3,0.0,10.6,45
572,DEN02,2023-07-04,80.2,56.2,0.256,15.9,59
573,DEN02,2023-07-05,73.8,56.3,0.209,13.4,79
574,DEN02,2023-07-06,74.8,57.7,0.016,9.2,75
575,DEN02,2023-07-07,75.9,54.4,0.016,14.8,74
576,DEN02,2023-07-08,77.5,55.0,0.012,13.3,75
577,DEN02,2023-07-09,80.5,54.4,0.004,8.7,71
578,DEN02,2023-07-10,92.6,53.2,0.0,15.1,54
579,DEN02,2023-07-11,94.1,54.0,0.0,7.9,42
580,DEN02,2023-07-12,91.5,57.4,0.0,8.2,39
581,DEN02,2023-07-13,91.8,58.6,0.0,12.9,43
582,DEN02,2023-07-14,82.0,58.2,0.012,14.1,51
583,DEN02,2023-07-15,79.0,59.1,0.02,7.0,62
584,DEN02,2023-07-16,90.3,56.4,0.0,11.2,42
585,DEN02,2023-07-17,98.8,56.7,0.0,20.9,33
586,DEN02,2023-07-18,94.9,60.8,0.0,11.2,36
587,DEN02,2023-07-19,90.2,65.1,0.024,16.3,52
588,DEN02,2023-07-20,82.8,60.7,0.441,16.7,73
589,DEN02,2023-07-21,82.9,55.8,0.0,8.7,62
590,DEN02,2023-07-22,88.5,54.5,0.0,11.4,49
591,DEN02,2023-07-23,95.7,55.0,0.0,13.6,43
592,DEN02,2023-07-24,95.8,60.7,0.0,15.1,43
593,DEN02,2023-07-25,95.7,63.7,0.0,16.6,44
594,DEN02,2023-07-26,90.4,60.9,0.0,8.5,49
595,DEN02,2023-07-27,93.7,60.1,0.024,13.7,50
596,DEN02,2023-07-28,92.5,58.5,0.055,9.5,53
597,DEN02,2023-07-29,87.6,58.7,0.0,12.5,60
598,DEN02,2023-07-30,92.9,59.6,0.0,13.6,47
599,DEN02,2023-07-31,86.3,67.6,0.685,12.0,61
600,DEN02,2023-08-01,86.0,62.7,0.177,11.8,74
601,DEN02,2023-08-02,84.7,57.7,0.024,11.4,68
602,DEN02,2023-08-03,82.0,59.8,0.012,8.5,67
603,DEN02,2023-08-04,87.6,56.0,0.008,7.8,55
604,DEN02,2023-08-05,83.0,57.8,0.031,18.9,52
605,DEN02,2023-08-06,72.9,56.5,0.016,9.9,65
606,DEN02,2023-08-07,80.0,51.9,0.091,9.1,64
607,DEN02,2023-08-08,82.0,51.8,0.016,12.7,59
608,DEN02,2023-08-09,81.5,52.5,0.0,9.6,52
609,DEN02,2023-08-10,89.9,54.1,0.0,11.5,43
610,DEN02,2023-08-11,88.5,56.0,0.0,12.8,43
611,DEN02,2023-08-12,86.5,60.6,0.0,9.0,43
612,DEN02,2023-08-13,76.0,60.2,0.0,12.1,50
613,DEN02,2023-08-14,78.8,56.9,0.0,8.6,47
614,DEN02,2023-08-15,91.7,52.7,0.0,10.6,45
615,DEN02,2023-08-16,94.0,57.3,0.0,12.6,35
616,DEN02,2023-08-17,94.6,63.0,0.0,16.1,40
617,DEN02,2023-08-18,94.7,65.1,0.043,10.9,40
618,DEN02,2023-08-19,96.0,60.9,0.012,14.9,45
619,DEN02,2023-08-20,96.2,60.8,0.0,22.8,45
620,DEN02,2023-08-21,99.2,66.3,0.0,24.7,21
621,DEN02,2023-08-22,95.1,66.0,0.0,17.3,24
622,DEN02,2023-08-23,93.8,61.2,0.0,8.2,32
623,DEN02,2023-08-24,90.8,64.5,0.031,14.1,47
624,DEN02,2023-08-25,72.1,60.2,0.563,14.4,76
625,DEN02,2023-08-26,77.2,57.8,0.031,6.8,75
626,DEN02,2023-08-27,84.2,56.7,0.051,10.9,73
627,DEN02,2023-08-28,77.4,55.8,0.02,12.3,73
628,DEN02,2023-08-29,83.3,51.9,0.0,4.0,60
629,DEN02,2023-08-30,93.0,52.6,0.0,9.0,53
630,DEN02,2023-08-31,95.0,55.7,0.0,8.6,37
631,DET05,2023-06-30,86.4,67.0,0.016,11.5,75
632,DET05,2023-07-01,81.6,66.6,0.15,8.3,82
633,DET05,2023-07-02,78.5,68.5,0.843,7.7,89
634,DET05,2023-07-03,80.2,66.8,0.051,8.6,82
635,DET05,2023-07-04,84.3,64.2,0.008,7.8,74
636,DET05,2023-07-05,87.6,68.4,0.016,10.1,68
637,DET05,2023-07-06,86.1,69.6,0.142,13.7,78
638,DET05,2023-07-07,79.3,62.9,0.0,10.1,66
639,DET05,2023-07-08,75.7,66.7,1.024,13.2,81
640,DET05,2023-07-09,77.1,61.0,0.024,10.7,76
641,DET05,2023-07-10,86.4,62.5,0.0,13.8,63
642,DET05,2023-07-11,88.3,66.6,1.004,18.8,64
643,DET05,2023-07-12,76.6,64.4,0.402,10.5,78
644,DET05,2023-07-13,76.8,61.0,0.528,23.8,74
645,DET05,2023-07-14,80.9,60.4,0.004,11.9,79
646,DET05,2023-07-15,74.2,67.4,0.26,14.9,87
647,DET05,2023-07-16,82.7,64.8,0.0,19.1,69
648,DET05,2023-07-17,81.9,64.5,0.0,11.0,60
649,DET05,2023-07-18,78.0,58.8,0.016,7.1,63
650,DET05,2023-07-19,81.6,59.5,0.0,12.6,68
651,DET05,2023-07-20,89.9,68.1,0.142,17.0,70
652,DET05,2023-07-21,80.3,62.8,0.0,11.5,67
653,DET05,2023-07-22,82.0,60.3,0.0,9.1,63
654,DET05,2023-07-23,81.9,60.9,0.035,12.1,69
655,DET05,2023-07-24,85.2,63.1,0.0,8.2,68
656,DET05,2023-07-25,87.0,64.8,0.0,10.7,65
657,DET05,2023-07-26,87.3,68.6,0.937,21.3,78
658,DET05,2023-07-27,86.2,71.2,0.138,11.7,77
659,DET05,2023-07-28,89.0,69.6,0.0,9.2,78
660,DET05,2023-07-29,80.7,69.0,0.075,16.6,75
661,DET05,2023-07-30,79.6,63.3,0.024,14.0,64
662,DET05,2023-07-31,78.8,59.4,0.02,11.1,61
663,DET05,2023-08-01,75.8,62.0,0.055,8.7,75
664,DET05,2023-08-02,82.8,65.2,0.031,9.7,68
665,DET05,2023-08-03,87.3,64.4,0.0,8.7,65
666,DET05,2023-08-04,83.8,68.0,0.0,11.2,65
667,DET05,2023-08-05,78.2,63.5,0.0,11.5,71
668,DET05,2023-08-06,77.4,67.9,0.295,15.7,83
669,DET05,2023-08-07,74.1,64.6,0.0,16.0,76
670,DET05,2023-08-08,83.6,61.0,0.008,13.7,65
671,DET05,2023-08-09,82.8,63.4,0.004,14.2,67
672,DET05,2023-08-10,80.1,64.0,0.016,15.2,66
673,DET05,2023-08-11,80.6,58.2,0.157,13.9,68
674,DET05,2023-08-12,80.7,67.4,0.15,15.1,75
675,DET05,2023-08-13,81.6,62.3,0.024,11.6,68
676,DET05,2023-08-14,76.9,64.8,0.213,13.6,77
677,DET05,2023-08-15,74.8,63.8,0.622,17.8,86
678,DET05,2023-08-16,79.7,58.8,0.0,9.7,73
679,DET05,2023-08-17,77.2,64.3,0.823,22.7,76
680,DET05,2023-08-18,72.6,56.7,0.0,17.6,61
681,DET05,2023-08-19,75.4,52.6,0.0,9.2,69
682,DET05,2023-08-20,85.1,63.3,0.0,8.9,74
683,DET05,2023-08-21,80.0,64.6,0.0,14.6,77
684,DET05,2023-08-22,72.8,60.3,0.0,10.5,69
685,DET05,2023-08-23,78.6,64.1,1.26,13.9,81
686,DET05,2023-08-24,87.4,71.4,0.591,18.9,86
687,DET05,2023-08-25,78.3,68.2,0.031,11.9,83
688,DET05,2023-08-26,76.7,60.0,0.012,15.1,80
689,DET05,2023-08-27,70.2,56.8,0.0,10.8,68
690,DET05,2023-08-28,72.1,51.9,0.0,7.0,76
691,DET05,2023-08-29,78.2,55.6,0.161,11.7,75
692,DET05,2023-08-30,67.4,56.4,0.0,13.7,74
693,DET05,2023-08-31,70.1,50.1,0.0,8.1,71
694,HOU03,2023-06-30,98.1,79.3,0.004,14.4,68
695,HOU03,2023-07-01,97.5,78.5,0.0,9.7,69
696,HOU03,2023-07-02,93.4,77.7,0.126,6.7,76
697,HOU03,2023-07-03,92.8,76.5,0.047,10.3,73
698,HOU03,2023-07-04,92.7,78.2,0.043,11.4,75
699,HOU03,2023-07-05,92.3,78.4,0.28,13.5,78
700,HOU03,2023-07-06,86.5,77.4,0.256,11.3,82
701,HOU03,2023-07-07,88.2,76.5,0.173,13.6,85
702,HOU03,2023-07-08,91.8,75.9,0.079,9.3,83
703,HOU03,2023-07-09,92.9,78.3,0.071,11.0,80
704,HOU03,2023-07-10,93.1,78.3,0.118,12.8,78
705,HOU03,2023-07-11,95.9,79.0,0.008,12.6,75
706,HOU03,2023-07-12,99.0,79.0,0.016,15.1,73
707,HOU03,2023-07-13,98.5,79.8,0.008,15.9,71
708,HOU03,2023-07-14,98.6,79.5,0.0,15.0,69
709,HOU03,2023-07-15,100.3,79.2,0.008,12.7,67
710,HOU03,2023-07-16,99.9,78.0,0.0,11.9,68
711,HOU03,2023-07-17,97.5,78.8,0.008,12.2,69
712,HOU03,2023-07-18,99.0,78.9,0.0,13.3,68
713,HOU03,2023-07-19,99.4,79.2,0.0,14.6,67
714,HOU03,2023-07-20,98.3,78.5,0.0,12.8,68
715,HOU03,2023-07-21,95.6,78.2,0.008,11.1,73
716,HOU03,2023-07-22,97.4,80.4,0.016,9.2,64
717,HOU03,2023-07-23,94.8,75.0,0.134,9.6,75
718,HOU03,2023-07-24,94.7,77.4,0.016,11.5,72
719,HOU03,2023-07-25,94.5,77.6,0.059,10.0,73
720,HOU03,2023-07-26,94.9,77.7,0.067,11.2,71
721,HOU03,2023-07-27,93.5,76.6,0.102,8.3,71
722,HOU03,2023-07-28,94.0,76.1,0.0,9.3,68
723,HOU03,2023-07-29,94.6,78.3,0.012,12.6,68
724,HOU03,2023-07-30,96.7,78.6,0.0,11.5,62
725,HOU03,2023-07-31,99.3,79.8,0.0,12.1,59
726,HOU03,2023-08-01,97.4,78.3,0.028,9.1,63
727,HOU03,2023-08-02,98.4,78.9,0.0,12.7,61
728,HOU03,2023-08-03,98.5,80.2,0.008,12.4,69
729,HOU03,2023-08-04,99.2,80.7,0.0,15.4,67
730,HOU03,2023-08-05,100.8,81.0,0.0,14.6,63
731,HOU03,2023-08-06,100.8,81.1,0.0,15.2,63
732,HOU03,2023-08-07,100.2,81.8,0.0,15.2,66
733,HOU03,2023-08-08,101.8,82.1,0.004,18.4,65
734,HOU03,2023-08-09,101.1,82.5,0.008,16.6,65
735,HOU03,2023-08-10,101.4,82.5,0.0,14.1,62
736,HOU03,2023-08-11,102.2,82.6,0.0,15.5,64
737,HOU03,2023-08-12,103.2,83.0,0.0,15.6,65
738,HOU03,2023-08-13,103.2,79.6,0.008,15.0,66
739,HOU03,2023-08-14,102.6,80.0,0.0,13.8,65
740,HOU03,2023-08-15,103.1,83.7,0.0,13.6,57
741,HOU03,2023-08-16,97.5,80.3,0.0,12.2,41
742,HOU03,2023-08-17,102.4,76.9,0.0,18.0,59
743,HOU03,2023-08-18,101.8,80.0,0.0,11.4,62
744,HOU03,2023-08-19,101.8,78.9,0.008,11.4,63
745,HOU03,2023-08-20,103.6,81.4,0.0,10.5,56
746,HOU03,2023-08-21,101.3,82.8,0.004,17.3,57
747,HOU03,2023-08-22,95.1,82.7,0.047,18.8,65
748,HOU03,2023-08-23,99.9,81.0,0.0,10.0,58
749,HOU03,2023-08-24,104.4,81.5,0.0,13.6,52
750,HOU03,2023-08-25,100.1,81.2,0.004,13.0,55
751,HOU03,2023-08-26,102.5,79.6,0.0,10.5,57
752,HOU03,2023-08-27,107.1,79.7,0.0,9.4,51
753,HOU03,2023-08-28,98.1,80.4,0.004,14.1,61
754,HOU03,2023-08-29,97.6,80.9,0.0,14.7,49
755,HOU03,2023-08-30,99.5,76.4,0.0,12.8,39
756,HOU03,2023-08-31,97.8,76.9,0.0,10.5,43
757,KAN06,2023-06-30,97.9,75.7,0.031,9.2,68
758,KAN06,2023-07-01,86.7,70.7,0.047,13.5,74
759,KAN06,2023-07-02,85.7,66.7,0.035,8.3,70
760,KAN06,2023-07-03,90.2,66.5,0.0,7.0,59
761,KAN06,2023-07-04,94.6,68.9,0.0,7.6,57
762,KAN06,2023-07-05,85.0,71.2,0.016,10.0,66
